STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,CLIM_ACT_POL,Climate actions and policies,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,CHE,Switzerland,A,Annual,POL_COUNT,Adopted policies,LEV2_SEC_B_MBI,Buildings - Market-based instruments,PL,Policies,2018,,3,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,CHE,Switzerland,A,Annual,POL_COUNT,Adopted policies,LEV2_SEC_B_MBI,Buildings - Market-based instruments,PL,Policies,2019,,3,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,CHE,Switzerland,A,Annual,POL_COUNT,Adopted policies,LEV2_SEC_B_MBI,Buildings - Market-based instruments,PL,Policies,2020,,3,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,CHE,Switzerland,A,Annual,POL_COUNT,Adopted policies,LEV2_SEC_B_MBI,Buildings - Market-based instruments,PL,Policies,2021,,3,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,CHE,Switzerland,A,Annual,POL_COUNT,Adopted policies,LEV2_SEC_B_MBI,Buildings - Market-based instruments,PL,Policies,2022,,3,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,CRI,Costa Rica,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_COORD,International cooperation,PL,Policies,1990,,0,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,CRI,Costa Rica,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_COORD,International cooperation,PL,Policies,1991,,1,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,CRI,Costa Rica,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_COORD,International cooperation,PL,Policies,1992,,1,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,CRI,Costa Rica,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_COORD,International cooperation,PL,Policies,1993,,1,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,CRI,Costa Rica,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_COORD,International cooperation,PL,Policies,1994,,1,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,CRI,Costa Rica,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_COORD,International cooperation,PL,Policies,1995,,1,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,CRI,Costa Rica,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_COORD,International cooperation,PL,Policies,1996,,1,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,CRI,Costa Rica,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_COORD,International cooperation,PL,Policies,1997,,1,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,CRI,Costa Rica,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_COORD,International cooperation,PL,Policies,1998,,1,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,CRI,Costa Rica,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_COORD,International cooperation,PL,Policies,1999,,1,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,CRI,Costa Rica,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_COORD,International cooperation,PL,Policies,2000,,1,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,CRI,Costa Rica,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_COORD,International cooperation,PL,Policies,2001,,1,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,CRI,Costa Rica,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_COORD,International cooperation,PL,Policies,2002,,1,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,CRI,Costa Rica,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_COORD,International cooperation,PL,Policies,2003,,1,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,CRI,Costa Rica,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_COORD,International cooperation,PL,Policies,2004,,1,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,CRI,Costa Rica,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_COORD,International cooperation,PL,Policies,2005,,1,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,CRI,Costa Rica,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_COORD,International cooperation,PL,Policies,2006,,1,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,CRI,Costa Rica,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_COORD,International cooperation,PL,Policies,2007,,1,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,CRI,Costa Rica,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_COORD,International cooperation,PL,Policies,2008,,1,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,CRI,Costa Rica,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_COORD,International cooperation,PL,Policies,2009,,1,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,CRI,Costa Rica,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_COORD,International cooperation,PL,Policies,2010,,1,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,CRI,Costa Rica,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_COORD,International cooperation,PL,Policies,2011,,1,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,CRI,Costa Rica,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_COORD,International cooperation,PL,Policies,2012,,2,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,CRI,Costa Rica,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_COORD,International cooperation,PL,Policies,2013,,2,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,CRI,Costa Rica,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_COORD,International cooperation,PL,Policies,2014,,2,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,CRI,Costa Rica,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_COORD,International cooperation,PL,Policies,2015,,2,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,CRI,Costa Rica,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_COORD,International cooperation,PL,Policies,2016,,2,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,CRI,Costa Rica,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_COORD,International cooperation,PL,Policies,2017,,2,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,CRI,Costa Rica,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_COORD,International cooperation,PL,Policies,2018,,2,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,CRI,Costa Rica,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_COORD,International cooperation,PL,Policies,2019,,2,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,CRI,Costa Rica,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_COORD,International cooperation,PL,Policies,2020,,2,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,CRI,Costa Rica,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_COORD,International cooperation,PL,Policies,2021,,3,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,CRI,Costa Rica,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_COORD,International cooperation,PL,Policies,2022,,3,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,USA,United States,A,Annual,POL_COUNT,Adopted policies,LEV2_SEC_T_NMBI,Transport - Non market-based instruments,PL,Policies,1990,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,USA,United States,A,Annual,POL_COUNT,Adopted policies,LEV2_SEC_T_NMBI,Transport - Non market-based instruments,PL,Policies,1991,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,USA,United States,A,Annual,POL_COUNT,Adopted policies,LEV2_SEC_T_NMBI,Transport - Non market-based instruments,PL,Policies,1992,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,USA,United States,A,Annual,POL_COUNT,Adopted policies,LEV2_SEC_T_NMBI,Transport - Non market-based instruments,PL,Policies,1993,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,USA,United States,A,Annual,POL_COUNT,Adopted policies,LEV2_SEC_T_NMBI,Transport - Non market-based instruments,PL,Policies,1994,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,USA,United States,A,Annual,POL_COUNT,Adopted policies,LEV2_SEC_T_NMBI,Transport - Non market-based instruments,PL,Policies,1995,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,USA,United States,A,Annual,POL_COUNT,Adopted policies,LEV2_SEC_T_NMBI,Transport - Non market-based instruments,PL,Policies,1996,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,USA,United States,A,Annual,POL_COUNT,Adopted policies,LEV2_SEC_T_NMBI,Transport - Non market-based instruments,PL,Policies,1997,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,USA,United States,A,Annual,POL_COUNT,Adopted policies,LEV2_SEC_T_NMBI,Transport - Non market-based instruments,PL,Policies,1998,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,USA,United States,A,Annual,POL_COUNT,Adopted policies,LEV2_SEC_T_NMBI,Transport - Non market-based instruments,PL,Policies,1999,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,USA,United States,A,Annual,POL_COUNT,Adopted policies,LEV2_SEC_T_NMBI,Transport - Non market-based instruments,PL,Policies,2000,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,USA,United States,A,Annual,POL_COUNT,Adopted policies,LEV2_SEC_T_NMBI,Transport - Non market-based instruments,PL,Policies,2001,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,USA,United States,A,Annual,POL_COUNT,Adopted policies,LEV2_SEC_T_NMBI,Transport - Non market-based instruments,PL,Policies,2002,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,USA,United States,A,Annual,POL_COUNT,Adopted policies,LEV2_SEC_T_NMBI,Transport - Non market-based instruments,PL,Policies,2003,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,USA,United States,A,Annual,POL_COUNT,Adopted policies,LEV2_SEC_T_NMBI,Transport - Non market-based instruments,PL,Policies,2004,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,USA,United States,A,Annual,POL_COUNT,Adopted policies,LEV2_SEC_T_NMBI,Transport - Non market-based instruments,PL,Policies,2005,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,USA,United States,A,Annual,POL_COUNT,Adopted policies,LEV2_SEC_T_NMBI,Transport - Non market-based instruments,PL,Policies,2006,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,USA,United States,A,Annual,POL_COUNT,Adopted policies,LEV2_SEC_T_NMBI,Transport - Non market-based instruments,PL,Policies,2007,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,USA,United States,A,Annual,POL_COUNT,Adopted policies,LEV2_SEC_T_NMBI,Transport - Non market-based instruments,PL,Policies,2008,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,USA,United States,A,Annual,POL_COUNT,Adopted policies,LEV2_SEC_T_NMBI,Transport - Non market-based instruments,PL,Policies,2009,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,USA,United States,A,Annual,POL_COUNT,Adopted policies,LEV2_SEC_T_NMBI,Transport - Non market-based instruments,PL,Policies,2010,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,USA,United States,A,Annual,POL_COUNT,Adopted policies,LEV2_SEC_T_NMBI,Transport - Non market-based instruments,PL,Policies,2011,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,USA,United States,A,Annual,POL_COUNT,Adopted policies,LEV2_SEC_T_NMBI,Transport - Non market-based instruments,PL,Policies,2012,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,USA,United States,A,Annual,POL_COUNT,Adopted policies,LEV2_SEC_T_NMBI,Transport - Non market-based instruments,PL,Policies,2013,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,USA,United States,A,Annual,POL_COUNT,Adopted policies,LEV2_SEC_T_NMBI,Transport - Non market-based instruments,PL,Policies,2014,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,USA,United States,A,Annual,POL_COUNT,Adopted policies,LEV2_SEC_T_NMBI,Transport - Non market-based instruments,PL,Policies,2015,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,USA,United States,A,Annual,POL_COUNT,Adopted policies,LEV2_SEC_T_NMBI,Transport - Non market-based instruments,PL,Policies,2016,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,USA,United States,A,Annual,POL_COUNT,Adopted policies,LEV2_SEC_T_NMBI,Transport - Non market-based instruments,PL,Policies,2017,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,USA,United States,A,Annual,POL_COUNT,Adopted policies,LEV2_SEC_T_NMBI,Transport - Non market-based instruments,PL,Policies,2018,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,USA,United States,A,Annual,POL_COUNT,Adopted policies,LEV2_SEC_T_NMBI,Transport - Non market-based instruments,PL,Policies,2019,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,USA,United States,A,Annual,POL_COUNT,Adopted policies,LEV2_SEC_T_NMBI,Transport - Non market-based instruments,PL,Policies,2020,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,USA,United States,A,Annual,POL_COUNT,Adopted policies,LEV2_SEC_T_NMBI,Transport - Non market-based instruments,PL,Policies,2021,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,USA,United States,A,Annual,POL_COUNT,Adopted policies,LEV2_SEC_T_NMBI,Transport - Non market-based instruments,PL,Policies,2022,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EST,Estonia,A,Annual,POL_COUNT,Adopted policies,LEV1_CROSS_SEC,Cross-sectoral policies,PL,Policies,1990,,0,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EST,Estonia,A,Annual,POL_COUNT,Adopted policies,LEV1_CROSS_SEC,Cross-sectoral policies,PL,Policies,1991,,0,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EST,Estonia,A,Annual,POL_COUNT,Adopted policies,LEV1_CROSS_SEC,Cross-sectoral policies,PL,Policies,1992,,0,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EST,Estonia,A,Annual,POL_COUNT,Adopted policies,LEV1_CROSS_SEC,Cross-sectoral policies,PL,Policies,1993,,0,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EST,Estonia,A,Annual,POL_COUNT,Adopted policies,LEV1_CROSS_SEC,Cross-sectoral policies,PL,Policies,1994,,0,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EST,Estonia,A,Annual,POL_COUNT,Adopted policies,LEV1_CROSS_SEC,Cross-sectoral policies,PL,Policies,1995,,0,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EST,Estonia,A,Annual,POL_COUNT,Adopted policies,LEV1_CROSS_SEC,Cross-sectoral policies,PL,Policies,1996,,0,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EST,Estonia,A,Annual,POL_COUNT,Adopted policies,LEV1_CROSS_SEC,Cross-sectoral policies,PL,Policies,1997,,0,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EST,Estonia,A,Annual,POL_COUNT,Adopted policies,LEV1_CROSS_SEC,Cross-sectoral policies,PL,Policies,1998,,0,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EST,Estonia,A,Annual,POL_COUNT,Adopted policies,LEV1_CROSS_SEC,Cross-sectoral policies,PL,Policies,1999,,0,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EST,Estonia,A,Annual,POL_COUNT,Adopted policies,LEV1_CROSS_SEC,Cross-sectoral policies,PL,Policies,2000,,0,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EST,Estonia,A,Annual,POL_COUNT,Adopted policies,LEV1_CROSS_SEC,Cross-sectoral policies,PL,Policies,2001,,0,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EST,Estonia,A,Annual,POL_COUNT,Adopted policies,LEV1_CROSS_SEC,Cross-sectoral policies,PL,Policies,2002,,0,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EST,Estonia,A,Annual,POL_COUNT,Adopted policies,LEV1_CROSS_SEC,Cross-sectoral policies,PL,Policies,2003,,0,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EST,Estonia,A,Annual,POL_COUNT,Adopted policies,LEV1_CROSS_SEC,Cross-sectoral policies,PL,Policies,2004,,0,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EST,Estonia,A,Annual,POL_COUNT,Adopted policies,LEV1_CROSS_SEC,Cross-sectoral policies,PL,Policies,2005,,0,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EST,Estonia,A,Annual,POL_COUNT,Adopted policies,LEV1_CROSS_SEC,Cross-sectoral policies,PL,Policies,2006,,0,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EST,Estonia,A,Annual,POL_COUNT,Adopted policies,LEV1_CROSS_SEC,Cross-sectoral policies,PL,Policies,2007,,0,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EST,Estonia,A,Annual,POL_COUNT,Adopted policies,LEV1_CROSS_SEC,Cross-sectoral policies,PL,Policies,2008,,0,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EST,Estonia,A,Annual,POL_COUNT,Adopted policies,LEV1_CROSS_SEC,Cross-sectoral policies,PL,Policies,2009,,0,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EST,Estonia,A,Annual,POL_COUNT,Adopted policies,LEV1_CROSS_SEC,Cross-sectoral policies,PL,Policies,2010,,1,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EST,Estonia,A,Annual,POL_COUNT,Adopted policies,LEV1_CROSS_SEC,Cross-sectoral policies,PL,Policies,2011,,5,,E,Estimated value,0,Units,0,Zero
